source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
The Record Courier,http://www.recordcourier.com/news/17068595-113/washington-fire-in-alpine-county,7088,07/01/2015 03:00:00 PM,,"Markleeville, Highway 4",A mudslide temporarily closed Highway 4 just east of Markleeville after a severe thunderstorm rolled through northern Mono and southern Alpine counties.  Forecasters warned that heavy rain on the Washington Fire burn could cause debris flows and mud slides.,"Markleeville, Highway 4",1km,mudslide,downpour,small,unknown,0.0,0.0,,,,glc,7088.0,United States,US,California,11312.0,Gardnerville Ranchos,21.20503,07/07/2015 06:43:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-119.7712,38.6987
idahostatesman,http://www.idahostatesman.com/2012/12/02/2367089/us-95-closed-due-to-mudslide-south.html,4648,12/02/2012 12:00:00 AM,,"U.S. 16, Capa Valley, CA","Multiple rock and mudslides have closed Highway 16 in the Capay Valley A Caltrans crew was able to clear the main mudslide above Rumsey by late morning Sunday, but it'll take a bit more work to clear some large boulders blocking parts of the highway in several places.eavy rain pounded the canyon early Sunday morning.Cache Creek was a raging, muddy river Sunday. The Cache Creek Regional Campground was technically still open, even if the highway was closed.","U.S. 16, Capa Valley, CA",5km,mudslide,rain,medium,unknown,,,,,,glc,4648.0,United States,US,California,3108.0,Esparto,3.42553,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.0471,38.7122
Fox 19,http://www.fox19.com/story/31300653/small-mudslide-reported-on-columbia-parkway,9331,02/23/2016 11:00:00 PM,,Columbia Parkway,"A small mudslide closed a westbound lane of Columbia Parkway Wednesday.  The right lane will remain shut down between William Howard Taft Road and Torrence Parkway until early Thursday, Cincinnati police said.  It was closed during the Wednesday morning commute so crews could begin cleanup.  A mudslide developed overnight as torrential rain fell. As of 10 a.m. Wednesday Crews had removed about five trucks loads of dirt from the scene.  If there's no more dirt movement, the lane will reopen ahead of the Thursday morning rush, city officials said.  Earlier this month, the city had to shut down a portion of Columbia Parkway while crews repaired a mudslide at William Howard Taft Road.",Columbia Parkway,5km,mudslide,downpour,small,above_road,0.0,0.0,,http://wxix.images.worldnow.com/images/9955897_G.jpg,,glc,9331.0,United States,US,Ohio,5338.0,Dayton,2.32443,08/03/2016 01:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-84.4488,39.1224
WYMT TV 57  Mountain news,http://www.wkyt.com/wymt/home/headlines/Mudslide-prevents-some-from-medication-groceries-248898291.html#http://www.wkyt.com/wymt/home/headlines/Mudslide-prevents-some-from-medication-groceries-248898291.html,5915,03/03/2014 09:00:00 AM,,Long Branch Kentucky,Pike County crews chipped away at the mudslide that prevented some from getting necessary supplies. But the mudslide has prevented them from doing that since Monday morning. ,Long Branch Kentucky,5km,mudslide,other,large,above_road,0.0,0.0,,,,glc,5915.0,United States,US,Kentucky,6903.0,Pikeville,7.48881,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-82.5745,37.4285
The Seattle Times,http://blogs.seattletimes.com/today/2014/02/mudslide-halts-sounder-northline-service-through-tuesday/#http://blogs.seattletimes.com/today/2014/02/mudslide-halts-sounder-northline-service-through-tuesday/,5872,02/16/2014 12:00:00 AM,,"Golden Gardens Park Rd Seattle, WA 98117",There will be no Seattle-Everett passenger-train service on Sounder and Amtrak until early Wednesday. Mudslides at Seattle’s Golden Gardens Park on Sunday and in Edmonds on Monday have shut down the train service until then.,"Golden Gardens Park Rd Seattle, WA 98117",5km,mudslide,unknown,medium,above_road,0.0,0.0,,,,glc,5872.0,United States,US,Washington,53007.0,Shoreline,8.68947,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.4021,47.689
Alaska Dispatch,http://www.alaskadispatch.com/article/20140220/huge-landslide-strikes-mystery-location-southeast-alaska#http://www.alaskadispatch.com/article/20140220/huge-landslide-strikes-mystery-location-southeast-alaska,5874,02/16/2014 05:24:00 AM,,"Mt La Perouse Glacier Bay National Park and Preserve, Alaska 99826","Sunday’s slide appears to have come down the flanks of 10,728-foot Mount La Perouse at 5:24 a.m. local time and flowed in the east-northeast direction, said Colin Stark, a Columbia University geologist who helped develop a new system to detect major landslides around the world using satellite imagery. Calculations of mass suggest it sent about 68 million metric tons of debris down a mountain slope, though that is a “pretty rough estimate,” he said in a telephone interview. ""To put in concrete terms, the mass was equivalent to about 190 Empire State Buildings,"" he said.","Mt La Perouse Glacier Bay National Park and Preserve, Alaska 99826",1km,landslide,unknown,large,natural_slope,0.0,0.0,,http://blogs.agu.org/landslideblog/files/2014/02/mt-la-perouse-landslide-2014-3-view-to-crown-e1393051831176.jpg,,glc,5874.0,United States,US,Alaska,1713.0,Haines,120.43866,01/06/2015 11:26:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-137.0834,58.5624
komonews,http://www.komonews.com/news/local/76229917.html,1344,11/27/2009 12:00:00 AM,,"Chuckanut Drive both lane closed,  near Spokane Street","BELLINGHAM, Wash. -- Two mudslides are blocking both lanes of State Route 11, also known as Chuckanut Drive. One slide occurred three miles south of the Whatcom-Skagit County line, and the other is seven miles north of that near Spokane Street.","Chuckanut Drive both lane closed,  near Spokane Street",1km,mudslide,downpour,small,unknown,0.0,,,,,glc,1344.0,United States,US,Washington,80885.0,Bellingham,6.91135,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.4957,48.6976
Cleveland,http://www.cleveland.com/chagrin-falls/index.ssf/2015/07/landslide_closes_bridge_and_wa.html,7080,06/27/2015 01:00:00 PM,,"New bridge and walkway over Chagrin River, Chagrin Falls",The road and sidewalk were closed to traffic until the engineer's office can evaluate the situation.,"New bridge and walkway over Chagrin River, Chagrin Falls",1km,landslide,unknown,small,unknown,0.0,0.0,,,,glc,7080.0,United States,US,Ohio,4113.0,Chagrin Falls,0.71363,07/06/2015 08:12:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-81.392,41.4312
carrollconews,http://www.carrollconews.com/story/1748404.html,3825,07/21/2011 12:00:00 AM,,"Grotto Spring near Eureka Springs, AR","EUREKA SPRINGS -- The good news is that Spring Street has been stabilized since the recent landslide near Grotto Spring, Pubic Works Director Dwayne Allen told city council at the July 21 meeting. The bad news is that the spring has changed direction, and new soil brought in to hold the hillside in place is pulling groundwater from the spring and it is getting heavier and heavier, and the hillside needs corrective action soon or the new fix might become destabilized.  ""The situation has changed,"" Allen told council. Daniel Barnes, engineer on the project, said that perhaps two gallons per minute are coming down the slope. He described two options for stabilizing the situation, and Allen told council cost of the fixes would be $77,000.  Mayor pro tem Butch Berry, sitting in for vacationing Mayor Morris Pate, asked council to vote on an ordinance to waive competitive bidding and approve the funds for the project because it is an emergency. Alderman Lany Ballance suggested it might be w","Grotto Spring near Eureka Springs, AR",25km,landslide,rain,medium,unknown,0.0,,,,,glc,3825.0,United States,US,Florida,2768.0,Williston,3.75018,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-82.4854,29.3879
Oregon DOT,,8837,01/17/2011 03:38:00 AM,,"US 395, milepost 69",,"US 395, milepost 69",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8837.0,United States,US,Oregon,1744.0,John Day,58.92988,07/08/2016 05:50:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-118.9956,44.9454
Oregon DOT,,8666,02/20/2012 03:06:00 PM,,"OR 126, milepost 15",,"OR 126, milepost 15",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8666.0,United States,US,Oregon,8466.0,Florence,20.91964,07/07/2016 06:01:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8481,44.0319
Q13 Fox,http://q13fox.com/2014/08/21/breaking-floods-mudslides-cut-several-roads-reportedly-damage-homes/,6302,08/21/2014 11:00:00 PM,,State Route 153 near milepost 26,"Rogers said while they have not heard of any reports of anyone who is trapped or was hurt, both still remain top concerns.",State Route 153 near milepost 26,5km,mudslide,downpour,medium,burned_area,0.0,0.0,,http://tribkcpq.files.wordpress.com/2014/08/mudslide-1.jpg,,glc,6302.0,United States,US,Washington,2370.0,Brewster,30.3241,12/17/2014 03:20:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-120.0646,48.2873
Katu 2,http://katu.com/news/local/landslides-close-part-of-cornell-road-in-nw-portland,9007,12/07/2015 12:00:00 AM,,Northwest Cornell Road,http://katu.com/news/local/landslides-close-part-of-cornell-road-in-nw-portland,Northwest Cornell Road,1km,landslide,unknown,small,above_road,0.0,0.0,,http://static-26.sinclairstoryline.com/resources/media/8b5a2e33-ed4f-4c8e-bb00-e7147c71fc94-large16x9_LandslideNWCornellRoadPhotofromMikeWarner.jpg?1449510501447,,glc,9007.0,United States,US,Oregon,583776.0,Portland,2.87107,07/18/2016 03:38:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.7106,45.5325
Peninsula Daily News,http://www.peninsuladailynews.com/article/20150324/news/303249993/mudslide-narrows-state-highway-112-near-neah-bay-to-1-lane-for-about,6915,03/23/2015 08:00:00 AM,,Highway 112 5.6 miles southeast of Neah Bay,A mudslide reduced state Highway 112 to one-lane traffic for about five hours Monday morning.,Highway 112 5.6 miles southeast of Neah Bay,5km,mudslide,unknown,small,above_road,0.0,0.0,5.6 miles southeast of Neah Bay,http://www.peninsuladailynews.com/apps/pbcsi.dll/bilde?Site=PT&Date=20150324&Category=NEWS&ArtNo=303249993&Ref=AR&maxw=350,,glc,6915.0,United States,US,Washington,3532.0,Forks,45.74035,05/23/2015 01:38:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.523,48.3475
therepublic,http://www.therepublic.com/view/story/f1c04e2e0d4446dbaee3222e786bf014/CO--Ski-Run-Mudslide/,3729,07/04/2011 12:00:00 AM,,"Snowmass resort, Aspen, CO","ASPEN, Colo. — A mudslide has scraped off part of a ski run at the Snowmass resort, and managers are looking to engineers to find a solution.  The slide is on the Campground run and is about 80 feet wide and 200 feet long.  Jeff Hanle (HAN'-lee), a spokesman for the Aspen Skiing Co., says slides have hit the same area three years in a row. He says the resort is working with an engineering firm to find a permanent fix.  Rich Burkley, the resort's vice president for mountain operations, says the Campground run is prone to landslides, while on other runs, springs sometimes appear and old mine shafts reopen.  The company allows natural plant growth to cover smaller slide areas but re-grades big ones so skiers can use it next season.","Snowmass resort, Aspen, CO",5km,mudslide,rain,small,unknown,0.0,,,,,glc,3729.0,United States,US,Colorado,6658.0,Aspen,0.21641,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-106.8152,39.1904
KOB4,http://www.kob.com/new-mexico-news/santa-fe-national-forest-road-closed-after-rock-slide/4268773/,9502,09/20/2016 12:00:00 AM,,Forest Road 376 near the Gilman Tunnels,Forest Service officials said the slide happened about 200 feet beyond the second tunnel going north. They estimate around 400 tons of rocks came down.,Forest Road 376 near the Gilman Tunnels,exact,landslide,unknown,small,above_road,0.0,0.0,,https://lintvkrqe.files.wordpress.com/2016/09/rock-slide-2.jpg?w=800,,glc,9502.0,United States,US,New Mexico,1788.0,Jemez Pueblo,13.8681,09/30/2016 06:29:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-106.765,35.7356
Oregon DOT,,8283,11/05/2014 02:22:00 PM,,"OR 224, milepost 31",,"OR 224, milepost 31",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8283.0,United States,US,Oregon,2695.0,Estacada,10.38937,07/05/2016 07:01:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.242,45.2222
NBC Bay Area,http://www.nbcbayarea.com/news/local/Wrecks-Floods-Mudslides-Rain-Pounds-California-284455081.html,6409,12/02/2014 09:00:00 AM,,Redwood City,CHP tweeted that it had more than 400 calls for collisions during the morning commute including a mudslide in Redwood City,Redwood City,10km,mudslide,rain,small,unknown,0.0,0.0,,,,glc,6409.0,United States,US,California,76815.0,Redwood City,0.09957,12/03/2014 09:47:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.2364,37.4861
wsaz,http://www.wsaz.com/news/headlines/Enslow_Bulevard_to_Close_for_Landslide_Cleanup_122190379.html,3504,05/18/2011 12:00:00 AM,,"1200 block of Enslow blvd., Huntington, WV","5:23 PM May 18, 2011  The recent rains have been causing issues across the city of Huntington, and the troubles will continue Thursday.  The City of Huntington will be closing the 1200 block of Enslow Boulevard, starting at 8 a.m. Thursday. Crews will be working to clear debris caused by a landslide. Trees tumbled down the hill, piling up in the water in Four Pole Creek.  Huntington officials have received reports of more than a dozen landslides in the last week due to this unusually wet weather pattern.","1200 block of Enslow blvd., Huntington, WV",1km,landslide,downpour,small,unknown,0.0,,,,,glc,3504.0,United States,US,West Virginia,49138.0,Huntington,1.71788,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-82.4333,38.4069
Oregon DOT,,8239,12/25/2014 05:29:00 AM,,"OR 22, milepost 9",,"OR 22, milepost 9",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8239.0,United States,US,Oregon,1855.0,Mill City,38.8203,07/05/2016 05:02:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.9962,44.6908
Oregon DOT,,8272,12/04/2014 11:49:00 AM,,"Historic Columbia River Highway, milepost 20",,"Historic Columbia River Highway, milepost 20",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8272.0,United States,US,Oregon,1144.0,Cascade Locks,17.12145,07/05/2016 06:49:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.0776,45.5891
triblive.com,http://triblive.com/neighborhoods/yourmckeesport/yourmckeesportmore/4441233-74/road-closed-mcclintock#axzz2q8mXcpRW,5173,07/23/2013 12:00:00 AM,,"Thompson Run Rd, Monroeville, Pa","On the other side of Route 30, another landslide forced crews to close Monroeville's Thompson Run Road between Lower Rodi Road and Northern Pike until the end of the year. Cowan said PennDOT will post a detour that includes Business Route 22 for an estimated 6,200 drivers who use that stretch of road daily.","Thompson Run Rd, Monroeville, Pa",5km,landslide,rain,small,unknown,0.0,,,,,test,5173.0,United States,US,Pennsylvania,28386.0,Monroeville,1.67287,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-79.8071,40.4252
pressconnects.com,http://www.pressconnects.com/story/news/public-safety/2016/03/12/rockslide-vestal-road-cleared/81690452/,7557,03/12/2016 01:00:00 PM,,"Pierce Hill Road, about 300 feet east of Andrews Road",Vestal police responded to a rockslide Saturday afternoon on Pierce Hill Road.,"Pierce Hill Road, about 300 feet east of Andrews Road",1km,landslide,unknown,small,above_road,0.0,0.0,,http://www.gannett-cdn.com/-mm-/f9b2613171fe63999b66d30209ed30c82a3fc766/c=2-0-1598-1200&r=x404&c=534x401/local/-/media/2016/03/12/CNYGroup/Binghamton/635933881040609612-rock-slide.jpeg,,glc,7557.0,United States,US,New York,13392.0,Endicott,2.7317,03/15/2016 10:17:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-76.0213,42.0855
Oregon DOT,,8071,12/13/2015 06:53:00 AM,,"OR 255, milepost 362",,"OR 255, milepost 362",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8071.0,United States,US,Oregon,6336.0,Brookings,3.88878,06/30/2016 07:06:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.3122,42.0806
fox23news,http://www.fox23news.com/content/newsalert/story/UPDATE-Mudslide-took-out-road-2-hospitalized/IG5Hs-zbj0-6W3TuW9jDUw.cspx,3248,03/18/2011 11:00:00 PM,,"North Shore rd., Conklingville, Hadley, Saratoga counthy, NY","New details on the mudslide that injured two people and closed a road in Hadley on Friday night.  State Police say the ground at Northshore Rd. Is still crumbling today and it will be a while before they can repair the street.  No time frame has been set just yet.  Officials were able to shore up the road enough to remove the vehicle.  Still no word on the condition of the two people injured in the incident.  They were taken to Albany Medical Center on Friday night.  Northshore Road is closed until further notice.  UPDATE:  In Saratoga County, officials say a mudslide took out a road there. A car driving on it ended up going over an embankment.  It happened in Hadley near the Conklingville Dam on North Shore Road.  The mudslide is about 60 feet long, the car ended up going down about 30 feet.  A man and a woman were in that car, crews were able to reach them and they were both taken to Albany Med.  No word on what their injuries are.   North Shore Road is now closed in both directions ","North Shore rd., Conklingville, Hadley, Saratoga counthy, NY",1km,mudslide,rain,medium,unknown,0.0,,,,,glc,3248.0,United States,US,New York,1009.0,Hadley,6.60211,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-73.9295,43.3197
Fairbanks Daily News-Miner,http://www.newsminer.com/news/alaska_news/landslide-wipes-out-sitka-restoration-projects/article_57272752-45a5-11e4-86a7-0017a43b2370.html,6258,09/19/2014 12:00:00 AM,,Herring Cove Trail,Heavy rainfall has been blamed for a major landslide near Sitka that wiped out hundreds of thousands of dollars in watershed-restoration projects.,Herring Cove Trail,5km,landslide,downpour,large,natural_slope,0.0,0.0,,http://www.alaskapublic.org/wp-content/uploads/2014/09/StarrigavanSlide1_USFS.jpg,,glc,6258.0,United States,US,Alaska,8881.0,Sitka,8.52188,10/17/2014 09:18:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-135.3549,57.1225
khon2,http://www.khon2.com/news/local/story/Kauai-under-flash-flood-watch-through-the-night/9afNbGZLCkOo6svQE-iFlQ.cspx,4232,02/26/2012 09:00:00 AM,,"Waha Road in Kalaheo, Hawaii","The National Weather Service has cancelled the flash flood warning for Kaua‘i, however the island will remain under a flash flood watch until 6:00 a.m., Monday, February 27. Due to the heavy rains throughout Kaua'i over the last 24 hours, several weather-related incidents have been reported Kauai officials say. Landslides and boulders were reported on Kalihiwai Road, Akemama Road in Lawa'i, Kahumoku Road in Lihu'e and Waha Road in Kalaheo. Department of Public Works crews have since cleared the roadways.","Waha Road in Kalaheo, Hawaii",5km,other,downpour,small,unknown,0.0,,,,,glc,4232.0,United States,US,Hawaii,2363.0,Lāwa‘i,1.44443,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-159.5157,21.9148
unionleader,"http://www.unionleader.com/article.aspx?headline=Rockslide,+mudslide+close+sections+of+state+roads&articleId=1f07d044-00a9-48f0-a52c-2e5086228171",514,04/29/2008 12:00:00 AM,,"Route 103 in Newbury, New Hampshire","small events, blocked one lane of traffic","Route 103 in Newbury, New Hampshire",5km,landslide,rain,small,unknown,,,,,,glc,514.0,United States,US,New Hampshire,1813.0,Newbury,0.08548,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-72.0358,43.3207
FOX news,http://www.fox23news.com/news/national/story.aspx?content_id=1461f8d9-26cc-4316-9924-59f5baeaba9c,194,08/19/2007 12:00:00 AM,,"Brownsville, Minnesota","Multiple in area, but this is single mudslide event","Brownsville, Minnesota",5km,mudslide,rain,medium,unknown,,,,,,glc,194.0,United States,US,Wisconsin,51320.0,La Crosse,12.91337,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-91.2806,43.689
aspendailynews,http://www.aspendailynews.com/section/home/142085,2274,08/19/2010 03:00:00 PM,,"Snowmass Creek rd, just below bridge to Snowmass Ski Area, Aspen, CO","Two minor mudslides were reported high on Snowmass Creek Road, where it is a narrow dirt road. One slide was just below the bridge over the creek where the road starts to climb to the Snowmass Ski Area. Another larger slide was about a mile below the bridge. A four-wheel drive car could easily get through the slide, which was about six inches deep.","Snowmass Creek rd, just below bridge to Snowmass Ski Area, Aspen, CO",1km,mudslide,downpour,small,unknown,0.0,,,,,glc,2274.0,United States,US,Colorado,2826.0,Snowmass Village,4.60739,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-106.9909,39.2089
nbcsandiego,http://www.nbcsandiego.com/news/local/Mudslide-Damages-RB-Homes.html,937,12/17/2008 12:00:00 AM,,"Rancho Bernardo, 17000 block of Alva, San Diego","Wall of mud and water rushed through condo in evening, mud measured 2 feet high","Rancho Bernardo, 17000 block of Alva, San Diego",5km,mudslide,rain,small,unknown,,,,,,glc,937.0,United States,US,California,3148.0,Fairbanks Ranch,8.33509,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.105,33.023
Idaho County Free Press,http://www.idahocountyfreepress.com/news/2016/feb/18/landslide-idaho-14-west-elk-city-closes-highway/,9313,02/18/2016 12:00:00 AM,,10 miles west of Elk City on ID 14,"A significant landslide has closed a section of Idaho 14 at milepost 39 Thursday (Feb. 18), about 10 miles west of Elk City near Moose Creek. There is no estimate on the duration of the closure.  #Idaho Transportation Department crews are on site to assess the situation.  #Electricity may also be out, as power lines have come down across the highway.",10 miles west of Elk City on ID 14,exact,landslide,unknown,small,above_road,0.0,0.0,,,,glc,9313.0,United States,US,Idaho,3141.0,Grangeville,28.42901,08/02/2016 06:07:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-115.7979,45.8081
Oregon DOT,,8459,08/03/2013 12:41:00 PM,,"US 395, milepost 90",,"US 395, milepost 90",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8459.0,United States,US,Oregon,1744.0,John Day,35.5741,07/06/2016 05:46:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-119.1038,44.7174
Oregon DOT,,8823,03/13/2011 11:18:00 AM,,"OR 138, milepost 42",,"OR 138, milepost 42",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8823.0,United States,US,Oregon,1795.0,Glide,33.06493,07/08/2016 05:35:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.6946,43.322
www.weather.com,http://www.weather.com/news/flash-flooding-mudslides-colorado-storm-20130719,5131,07/18/2013 12:00:00 AM,,"Interstate 70, Palisade, Western Co","Heavy rain in areas burned by wildfires in northern Colorado has led to flash flooding, and a mudslide has closed both directions of Interstate 70 at Palisade in western Colorado. ""Ironically, long after a fire is extinguished, it can become a flood-prone area,"" said weather.com senior meteorologist Jon Erdman. ""Incredibly...it only takes rain rates of one-quarter to one-half inch per hour to trigger debris flows, mudslides, or flooding of burn-scarred areas. The National Weather Service says more than 1.5 inches of rain fell in the northern Colorado burn areas Thursday. The rain pushed mud and rocks onto parts of Highway 14. Crews quickly cleared debris to reopen the road.","Interstate 70, Palisade, Western Co",5km,mudslide,downpour,medium,unknown,0.0,,,,,glc,5131.0,United States,US,Colorado,2692.0,Palisade,0.73594,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-108.3523,39.1168
seattletimes.nwsource,http://seattletimes.nwsource.com/html/localnews/2014660173_apwamudslides.html,3329,04/01/2011 11:45:00 AM,,"Mukilteo, WA","A mudslide has hit railroad tracks again near Mukilteo. Burlington Northern Santa Fe spokesman Gus Melonas says a slide at 11:45 a.m. Friday covered both sets of mainline tracks. Equipment was already at the scene from multiple slides this rainy season, and the tracks have reopened to freight traffic.","Mukilteo, WA",5km,mudslide,rain,small,unknown,0.0,,,,,glc,3329.0,United States,US,Washington,20254.0,Mukilteo,1.03989,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.2935,47.9502
accuweather,http://www.accuweather.com/news-top-headline.asp?partner=accuweather&traveler=0&date=2008-05-09_07:17&month=5&year=2008,530,05/09/2008 12:00:00 AM,,"Axton, Va., Route 58",closed 1 lane of Highway 58,"Axton, Va., Route 58",5km,mudslide,downpour,small,unknown,,,,,,glc,530.0,United States,US,Virginia,1698.0,Chatmoss,8.27691,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-79.7199,36.6619
The Chronical,http://www.chronline.com/crime/landslide-blocks-u-s-highway-at-porter/article_c386941c-c5d5-11e5-8d03-0f6dfcb10021.html,9255,01/28/2016 12:00:00 AM,,U.S. Highway 12 at milepost 27 at Porter Creek Road in Grays Harbor County,"A landslide is fully blocking U.S. Highway 12 at milepost 27 at Porter Creek Road in Grays Harbor County, according to the Washington State Patrol. At about 5:30 a.m., the Washington State Department of Transportation and the State Patrol were at the scene of the slide, according to Trooper Russ Winger. The DOT was waiting for daylight to assess the stability of the landslide, Winger wrote in a Twitter post. Traffic is being diverted around the slide.",U.S. Highway 12 at milepost 27 at Porter Creek Road in Grays Harbor County,1km,landslide,unknown,medium,above_road,0.0,0.0,,,,glc,9255.0,United States,US,Washington,3107.0,Elma,9.22475,08/01/2016 03:25:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.32,46.9469
Star Advertiser,http://www.staradvertiser.com/news/breaking/238593911.html,5746,01/03/2014 01:00:00 AM,,"Farrington Hwy Waianae, HI","A rockslide, mudslide, toppled utility pole and fallen tree closed three highways and a major roadway late Thursday night and early this morning.Farrington Highway by Makua Caves was closed due to a rockslide around 1 a.m. In the 24-hour period ending at 11 a.m., more than 3.1 inches fell at St. Stephens; nearly 2.7 inches was recorded in Maunawili; and more than 1.3 inches fell at the Honolulu Airport.","Farrington Hwy Waianae, HI",1km,landslide,downpour,medium,above_road,0.0,0.0,,,,glc,5746.0,United States,US,Hawaii,1341.0,Mākaha Valley,5.72267,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-158.2278,21.52
wxow,http://www.wxow.com/Global/story.asp?S=12694849,2011,06/23/2010 12:00:00 AM,,"Highway 171, Richland county, WI","Numerous landslides around Richland County were also reported, one along Highway 171, according to Emergency Management in that county.  ","Highway 171, Richland county, WI",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2011.0,United States,US,Wisconsin,5184.0,Richland Center,16.88781,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-90.595,43.3321
kgw,http://www.kgw.com/news/Storm-causes-landslide--174289951.html,4587,10/15/2012 12:00:00 AM,,"Lower Macleay Trail, Forest Park, Oregon",Crews with the Portland Parks and Recreation Bureau were forced to close down the popular Lower Macleay Trail in Forest Park due to a landslide on Monday.The soil holding a huge root ball gave way sending the stump and the saturated soil around it sliding down the hillside and over the trail.The slide is about a half mile from Lower Macleay Park.,"Lower Macleay Trail, Forest Park, Oregon",5km,landslide,downpour,medium,unknown,,,,,,glc,4587.0,United States,US,Oregon,583776.0,Portland,3.4776,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.7193,45.5313
origin.sltrib,http://origin.sltrib.com/ci_9961845,661,07/22/2008 12:00:00 AM,,"Mulberry Park complex at 5287 S. 3675 West , Taylorsville, UT",About 80 units at a Taylorsville townhouse complex were evacuated Tuesday afternoon when water and mud crashed into buildings and a playground full of children,"Mulberry Park complex at 5287 S. 3675 West , Taylorsville, UT",10km,mudslide,downpour,small,unknown,,,,,,glc,661.0,United States,US,Montana,2995.0,Helena Valley Northeast,3.26096,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-111.96,46.67
